sex,height,weight
2,61.62,110.29
2,60.54,123.10
2,64.99,257.68
2,67.46,144.46
2,58.36,128.66
2,57.62,108.02
2,56.57,125.71
1,67.50,134.36
1,71.33,219.08
2,59.10,230.33
1,72.01,249.55
2,63.95,176.55
2,66.48,122.36
1,73.34,170.36
2,62.91,115.17
1,70.90,210.64
1,68.00,175.90
2,68.65,160.16
1,77.89,220.78
1,69.05,198.07
2,63.90,137.82
1,64.39,249.28
2,66.64,150.36
2,65.31,172.44
2,62.14,144.64
2,66.57,190.19
1,71.62,183.83
1,66.18,193.95
1,74.41,169.79
2,69.81,196.42
1,72.38,219.33
1,72.88,265.91
2,61.32,156.44
2,65.75,155.65
1,73.44,228.99
1,68.17,199.27
1,68.59,159.34
2,67.61,208.91
1,66.87,166.17
2,65.06,129.48
1,70.34,179.44
2,62.54,168.32
2,63.77,119.06
1,69.17,207.74
1,68.06,244.19
1,72.87,178.34
2,63.10,184.90
1,64.23,153.35
2,64.11,170.69
2,60.08,108.70
2,63.40,119.98
1,66.61,165.58
2,64.87,226.33
1,69.25,190.52
2,65.76,140.38
2,65.31,265.30
2,64.60,130.03
1,71.83,249.42
2,67.28,135.20
2,65.63,160.58
1,74.12,169.85
1,73.63,217.58
2,63.09,126.70
2,65.71,150.34
2,62.19,192.05
2,66.33,189.32
2,67.67,190.35
2,64.33,175.22
1,66.60,213.10
2,69.57,171.35
1,74.94,230.94
2,65.22,124.81
1,65.72,160.52
1,72.64,200.69
2,64.48,149.71
1,67.00,181.36
1,73.33,218.72
1,68.37,192.51
1,73.61,160.41
1,73.77,233.12
2,64.75,208.80
2,63.96,201.39
2,67.09,169.24
1,68.10,164.38
1,69.10,186.98
1,69.82,191.15
2,61.79,175.43
2,71.57,159.51
1,57.15,190.83
2,63.49,128.69
1,70.50,185.57
2,61.93,115.73
2,62.48,154.62
2,62.59,193.98
1,69.17,201.59
1,73.16,170.06
2,66.55,101.33
1,73.50,157.78
1,71.60,198.14
1,69.19,161.39
2,61.13,163.25
1,68.94,193.12
1,67.18,188.13
1,73.23,249.67
1,72.22,177.92
1,69.91,169.28
2,62.71,132.60
2,67.90,187.58
2,66.36,129.86
2,65.69,149.37
1,73.30,233.14
2,63.74,205.54
1,73.52,183.90
1,77.62,210.35
2,66.54,230.45
1,67.62,181.33
1,70.25,176.04
2,65.21,264.78
1,71.36,251.20
1,71.95,200.14
1,71.58,293.79
1,70.65,229.69
2,59.02,140.57
1,66.10,149.24
2,61.19,102.83
2,58.59,160.44
2,61.91,168.06
2,60.59,161.18
1,68.73,189.60
2,68.55,166.21
2,68.36,249.40
2,61.37,176.95
1,71.00,219.99
1,72.67,183.01
1,68.67,162.98
1,76.28,211.76
1,65.29,148.91
1,72.79,246.73
1,68.24,146.22
2,62.53,127.41
2,63.06,119.45
2,71.42,184.50
2,65.77,142.48
1,68.84,149.17
1,63.24,174.70
1,73.13,162.01
1,76.78,276.37
2,65.21,209.95
1,72.31,195.19
1,74.45,174.87
2,62.52,127.57
2,61.49,113.33
1,67.78,163.22
2,65.38,139.48
1,65.54,173.25
2,66.36,167.95
2,66.23,166.37
2,59.68,231.58
2,64.60,162.58
2,60.06,151.28
2,64.77,124.76
2,63.67,131.40
1,64.79,155.35
1,74.45,231.07
2,62.78,160.83
2,62.92,137.33
2,64.72,178.80
2,61.38,216.27
2,66.41,141.37
2,64.90,165.36
2,70.37,175.81
2,66.88,150.37
1,66.00,166.73
2,68.47,187.79
2,60.79,151.22
1,67.40,176.03
2,62.28,176.91
2,62.46,149.44
2,66.32,188.25
1,64.03,170.45
2,68.52,138.78
1,66.95,190.38
1,72.49,185.62
2,69.42,144.98
2,69.57,233.02
1,76.50,155.09
1,66.52,175.80
2,62.75,124.32
1,71.84,208.96
1,66.07,210.48
1,75.16,217.61
2,63.86,168.01
1,69.33,165.32
2,67.72,152.98
1,72.06,182.37
1,71.29,203.85
2,62.34,114.91
2,65.68,119.37
1,72.40,292.69
2,69.94,130.92
2,66.06,120.81
1,67.84,208.21
2,64.30,125.21
1,68.22,151.88
2,65.56,114.01
2,69.18,143.11
2,68.53,249.27
1,74.51,184.95
2,60.57,149.13
2,64.01,170.68
2,66.87,145.88
1,69.56,214.90
1,75.72,226.11
1,72.71,210.84
2,68.41,136.98
1,74.84,164.43
1,67.60,140.18
2,68.08,191.21
1,68.85,232.24
1,67.50,151.15
2,65.41,156.33
1,62.27,164.99
2,64.60,126.61
2,70.66,128.85
2,61.61,173.40
1,75.91,253.97
2,63.19,111.18
2,64.26,200.54
2,66.48,133.67
1,66.94,154.41
2,68.78,131.55
2,69.25,235.20
1,70.44,164.42
2,65.61,177.83
1,66.67,177.88
2,63.11,160.38
1,64.74,184.09
1,72.26,208.05
2,65.11,184.76
2,59.01,144.61
1,67.29,250.77
2,66.02,172.84
2,65.05,157.91
2,64.42,159.60
1,64.53,202.90
2,67.43,144.62
2,62.28,111.35
1,65.27,181.71
1,69.33,204.97
2,64.85,169.51
1,67.74,209.37
2,61.80,159.92
1,66.13,172.01
1,68.40,238.32
1,70.50,159.61
1,72.42,196.01
2,68.03,193.82
2,63.41,123.67
2,58.22,166.40
1,68.70,201.38
2,65.60,112.36
2,61.08,175.85
2,62.55,162.01
2,61.48,151.75
2,70.11,189.75
1,68.91,179.93
2,67.44,169.66
1,73.18,221.64
2,64.11,170.10
2,63.60,129.54
1,73.04,200.00
1,65.66,247.84
2,64.29,150.89
1,70.82,233.63
2,70.49,178.28
2,58.11,189.11
1,70.82,184.82
2,59.89,114.57
1,69.55,186.96
2,60.70,131.80
2,62.76,138.98
1,71.45,179.06
1,66.45,231.81
2,64.28,117.87
2,63.49,183.88
2,66.60,140.02
1,73.26,136.65
2,61.22,230.62
2,61.15,150.73
2,56.42,151.16
2,61.53,131.25
1,68.65,234.18
2,67.31,156.96
1,68.07,176.00
2,64.64,128.75
1,70.49,186.14
1,68.92,178.56
1,69.32,159.87
1,67.16,134.90
2,63.16,133.46
2,62.54,132.56
2,69.48,169.79
2,62.99,110.38
2,61.97,172.89
1,67.67,165.70
2,61.84,158.77
2,66.61,164.39
1,67.52,185.98
2,63.09,115.17
2,68.54,130.04
2,66.50,167.11
1,72.65,203.12
2,65.30,160.21
2,66.42,127.10
2,62.60,140.54
1,72.03,248.91
1,67.53,176.67
2,60.80,128.68
1,73.56,164.29
2,63.69,169.02
1,70.84,187.87
1,67.99,160.43
2,61.85,183.11
2,62.58,134.56
2,68.83,162.31
2,65.04,160.90
1,75.72,218.96
2,64.65,135.98
2,63.32,258.63
2,68.88,151.75
2,62.37,150.07
2,69.95,167.29
2,65.98,118.67
1,69.03,179.49
2,61.88,269.81
2,64.53,200.25
1,68.64,174.87
1,66.30,185.48
1,67.87,135.73
1,69.67,166.46
2,63.39,152.31
2,61.63,201.52
1,66.80,137.06
2,58.94,177.85
2,63.66,158.66
1,65.99,202.53
2,64.01,157.83
1,75.04,209.29
2,64.43,200.58
2,67.56,124.22
1,73.45,280.86
1,74.27,276.25
1,78.62,221.25
2,65.84,129.26
2,71.97,244.29
2,67.44,140.27
2,69.59,193.26
2,64.87,99.77
2,71.31,183.53
1,68.00,176.28
2,66.79,138.97
2,68.73,211.24
2,65.10,112.68
2,63.07,129.65
1,68.78,146.39
2,63.86,137.86
1,74.44,289.28
1,66.01,171.05
1,71.11,255.83
1,66.11,227.84
2,63.59,130.26
2,70.66,148.97
2,66.91,200.25
2,66.68,260.23
1,69.20,193.29
1,79.17,188.48
1,69.18,176.19
2,63.84,219.57
1,71.15,200.86
1,71.89,169.46
1,70.86,183.34
1,75.99,159.19
2,66.02,170.80
2,68.54,134.22
1,71.02,222.87
2,62.49,108.60
2,69.04,145.31
2,59.55,122.77
2,58.83,191.45
1,70.88,202.39
2,63.67,209.58
2,68.57,130.61
2,68.66,162.47
1,70.81,223.44
2,58.63,111.87
2,68.34,130.82
1,70.19,226.68
2,66.28,147.31
1,67.81,224.89
1,71.65,198.55
2,65.38,162.74
1,64.10,159.56
2,67.32,220.77
2,63.56,140.71
1,72.68,177.67
1,76.72,238.00
2,63.07,143.82
1,62.61,196.26
1,68.77,227.18
1,69.47,265.63
1,68.43,209.75
2,60.17,142.72
1,67.66,240.23
1,71.24,145.12
2,63.63,120.42
2,63.60,149.96
2,63.76,149.17
1,72.38,219.83
2,65.65,192.26
1,75.13,201.00
2,56.18,159.38
2,61.73,161.39
1,70.75,190.84
1,64.87,181.96
2,67.52,143.24
2,69.03,157.58
1,63.28,159.62
2,69.34,141.83
2,59.24,121.96
1,64.19,148.93
2,74.22,156.22
2,59.68,190.51
1,68.75,251.28
2,60.05,177.30
2,68.75,142.35
2,58.42,128.44
1,69.27,175.49
2,59.48,107.17
1,70.06,177.81
1,73.91,197.09
2,68.75,143.68
2,72.29,210.04
2,64.00,170.29
2,61.00,211.23
1,73.87,245.76
1,68.24,180.64
1,67.81,181.40
2,63.69,118.99
1,67.61,179.12
2,66.23,163.18
1,70.32,176.25
1,66.29,171.93
1,75.30,229.88
1,73.86,216.27
2,70.99,164.66
2,63.04,141.10
2,57.76,107.07
2,60.04,134.76
1,69.88,191.55
2,62.20,126.43
1,67.25,166.24
1,67.31,289.12
1,69.05,179.05
1,70.82,205.46
1,78.75,181.61
2,64.22,202.19
1,66.33,224.58
1,68.41,216.93
1,71.74,154.93
2,66.75,130.13
2,58.48,141.55
2,66.61,239.09
2,61.45,158.63
1,65.39,170.86
2,61.89,110.34
1,64.34,195.35
1,79.00,232.94
1,67.45,175.63
2,62.55,142.84
1,61.34,143.09
1,69.92,235.97
1,73.21,243.08
1,75.62,182.14
2,69.35,212.56
2,66.48,183.51
2,67.86,183.08
2,65.52,186.82
1,68.82,175.29
2,56.31,186.62
2,69.70,128.53
1,68.62,174.69
1,67.93,146.38
2,58.55,146.42
2,67.71,191.39
2,60.57,184.23
1,70.92,223.86
2,60.70,118.11
1,71.44,158.66
1,74.71,252.17
2,65.26,144.35
2,65.82,149.22
2,62.02,142.68
1,72.13,195.01
2,60.84,117.98
1,71.57,144.06
1,64.38,140.11
1,66.82,172.44
2,60.21,168.26
2,66.17,182.90
1,70.87,189.41
2,65.64,145.99
1,76.75,248.42
2,64.83,228.39
2,62.57,215.44
2,63.11,163.28
1,68.52,176.63
2,60.49,197.95
2,61.62,133.85
2,64.81,147.92
1,72.52,180.20
1,71.91,210.50
1,63.62,159.05
1,65.59,232.08
2,63.87,145.61
2,61.17,152.29
1,68.69,144.07
2,70.73,153.97
1,74.46,162.99
2,62.47,106.21
2,62.31,152.32
1,70.10,159.58
2,66.72,125.00
1,68.31,180.81
2,63.04,180.15
2,59.64,124.48
2,60.63,161.10
2,60.16,126.87
2,62.78,127.19
2,64.14,125.96
1,72.99,168.17
1,69.61,179.56
2,59.74,161.88
1,70.68,174.47
2,60.38,139.76
2,67.50,153.93
2,57.33,156.54
1,66.74,185.70
1,66.32,145.52
1,69.95,184.08
2,60.81,159.29
1,69.17,156.02
1,67.38,175.05
1,70.30,282.33
1,69.68,258.77
1,70.38,167.02
2,66.56,201.32
1,68.38,196.42
2,64.88,173.77
2,58.25,165.26
1,62.30,161.27
2,58.18,124.44
1,75.76,174.81
1,65.83,202.26
2,61.99,110.37
1,68.74,140.06
2,64.81,123.95
2,70.67,126.44
1,71.14,187.63
2,64.69,129.25
2,62.59,249.76
1,73.70,182.05
2,59.93,183.07
2,59.95,134.32
2,64.23,139.85
1,73.57,223.22
1,67.14,146.43
2,66.72,166.44
1,67.81,217.46
1,70.70,207.16
1,65.64,171.34
2,59.02,156.29
1,78.21,233.02
2,61.50,183.11
2,61.54,149.59
2,69.52,132.28
2,62.22,214.70
1,69.04,261.79
2,62.12,132.49
2,71.21,118.98
1,68.94,198.82
2,64.13,157.46
2,65.45,219.80
2,67.90,203.65
2,65.20,161.47
1,65.24,185.02
1,69.19,257.36
2,65.03,116.50
2,67.05,218.12
2,64.72,259.26
2,66.38,126.02
1,67.87,216.38
2,64.80,111.09
2,67.06,142.74
1,75.93,226.61
1,71.12,239.09
2,66.09,176.25
2,64.94,131.39
2,62.19,159.88
1,65.89,149.97
2,65.10,180.96
1,71.63,149.44
2,64.45,164.47
2,62.28,133.92
1,67.67,150.64
1,70.35,169.77
1,67.01,180.09
2,65.60,189.96
1,64.08,161.88
1,67.80,158.84
2,64.94,109.62
2,64.03,157.25
1,63.70,239.26
2,60.24,158.68
1,68.11,204.13
2,66.56,106.02
2,61.27,131.14
2,66.75,139.50
2,63.70,111.98
1,67.64,220.50
1,73.23,161.18
1,67.11,207.83
1,68.13,172.19
1,67.46,216.38
2,59.73,203.88
1,71.55,219.79
2,66.25,216.82
2,64.31,181.46
2,60.77,206.29
2,68.46,164.60
2,64.41,120.48
1,68.41,147.94
1,71.77,281.63
1,70.42,179.63
1,68.71,161.00
2,64.26,153.44
1,70.39,194.07
2,63.52,131.97
2,66.30,250.97
2,61.36,110.03
1,69.16,214.96
1,71.39,263.56
2,68.50,254.89
1,62.57,164.46
2,63.69,228.85
2,67.06,135.39
2,67.42,148.85
2,61.10,198.69
1,68.08,176.10
2,69.31,193.49
2,63.88,166.18
1,74.29,180.79
2,67.08,168.22
2,67.32,135.87
2,63.21,127.14
1,68.61,200.17
2,62.45,121.83
1,68.94,177.67
1,66.33,184.68
2,66.97,164.54
2,63.13,158.97
1,64.99,147.13
2,62.56,156.88
1,76.95,170.77
1,65.71,148.13
2,63.72,137.79
2,60.78,211.34
2,64.73,169.07
2,68.00,181.81
2,69.31,179.72
2,63.48,195.86
1,72.98,295.29
1,63.73,170.53
1,70.51,208.58
1,67.55,164.79
1,70.50,248.72
1,74.30,211.24
2,61.58,150.69
2,63.28,118.19
2,60.93,117.05
1,71.12,199.21
2,63.22,201.12
2,62.92,171.12
2,58.47,142.12
2,64.94,120.67
1,70.87,162.93
2,65.21,165.56
2,68.39,169.33
1,65.54,165.78
2,63.51,144.98
1,64.22,150.73
2,64.99,157.20
1,71.30,170.51
2,61.44,139.99
1,71.51,186.71
2,66.97,131.89
1,63.84,177.82
2,65.46,151.75
1,72.77,152.65
1,73.29,250.70
1,65.76,228.84
1,66.33,185.33
1,69.02,286.00
2,65.57,123.09
1,69.77,181.75
1,70.22,186.10
1,70.12,172.52
2,66.44,123.22
1,72.28,222.19
2,66.31,188.83
2,67.88,137.02
1,73.49,178.87
1,65.01,141.82
2,58.54,114.35
1,66.86,179.34
1,68.41,202.39
1,67.32,210.78
1,73.27,240.30
1,71.17,197.64
2,67.61,200.88
2,66.29,150.41
2,67.98,140.10
2,65.94,271.09
2,60.92,163.12
1,72.04,227.10
1,71.57,239.84
1,68.16,226.53
2,70.58,202.13
2,65.50,176.01
1,70.88,194.04
2,64.21,125.35
2,57.94,105.75
2,62.41,136.52
1,71.83,284.10
2,65.66,140.74
1,65.83,281.37
2,63.20,150.04
1,74.36,249.40
1,72.79,223.64
1,70.96,179.27
1,68.05,167.27
2,59.85,163.30
1,70.03,195.30
1,64.57,273.76
2,67.38,140.11
2,66.59,133.53
2,62.56,109.09
1,72.61,244.49
1,70.08,199.32
2,65.77,110.79
2,63.84,159.15
1,65.09,205.76
2,62.53,155.80
2,64.61,147.43
1,66.80,159.68
1,64.04,158.58
2,60.58,141.48
1,67.48,189.21
1,67.62,172.22
2,62.16,251.17
2,64.20,108.31
1,69.58,189.17
2,64.16,119.21
1,71.62,226.20
1,69.91,260.12
2,62.04,128.99
2,62.74,172.40
2,66.28,150.47
2,65.07,109.01
1,68.35,164.79
1,64.24,180.51
2,59.46,126.70
2,63.20,128.89
2,61.39,159.37
2,65.36,131.11
1,75.43,243.59
2,66.52,203.25
1,67.79,281.03
1,72.39,223.35
1,71.32,159.74
2,64.15,130.18
2,64.55,110.48
1,72.76,275.35
1,68.23,227.67
2,67.08,146.80
1,74.21,251.05
2,61.27,125.14
2,68.93,251.74
1,64.86,236.52
2,59.85,205.26
2,60.74,115.11
2,65.49,112.60
1,71.21,179.79
2,64.03,128.29
2,65.18,150.04
1,70.10,184.91
1,73.95,187.07
1,70.44,159.11
1,69.33,161.67
2,68.28,171.44
1,68.63,156.17
1,70.77,164.04
2,64.08,206.88
1,73.02,174.54
2,63.43,157.13
1,67.48,195.97
2,64.16,149.06
1,67.12,223.46
1,69.50,260.77
2,63.31,218.11
2,64.32,150.58
1,73.10,261.17
2,61.24,214.49
1,79.61,281.64
2,63.33,254.81
1,67.99,177.27
1,74.66,249.11
2,61.82,170.33
1,75.30,189.56
1,68.51,247.78
2,63.21,107.62
1,68.60,162.19
2,67.67,170.72
1,75.63,206.11
2,60.74,234.45
1,68.90,234.33
2,67.83,143.55
1,66.24,221.68
2,67.21,166.95
1,69.38,206.07
2,60.89,150.85
1,70.97,165.06
1,73.95,295.33
2,61.39,174.79
2,68.93,147.19
2,72.00,229.14
1,73.30,227.34
1,73.71,242.49
1,67.49,138.62
1,66.50,149.26
1,67.68,217.11
2,60.23,170.18
2,63.11,115.64
1,63.92,160.13
2,64.46,168.67
2,59.41,149.71
2,67.32,127.06
2,61.39,155.62
1,72.47,231.39
2,65.75,138.17
2,67.06,170.30
1,67.87,232.15
1,73.57,192.28
2,58.44,147.34
1,70.80,192.55
2,64.42,125.73
1,71.19,161.48
1,65.13,155.84
2,60.78,156.54
1,77.06,204.06
1,73.51,144.28
2,63.21,123.61
1,70.67,202.00
1,72.77,202.30
2,64.34,108.91
1,66.33,162.55
1,65.81,177.55
1,73.47,278.78
2,57.72,151.99
1,70.34,180.71
2,62.77,139.42
1,66.67,159.97
1,68.50,203.26
1,67.85,183.51
2,64.07,166.99
1,71.03,181.39
2,57.79,158.54
1,73.09,220.63
2,63.93,133.78
2,64.88,217.27
2,63.35,140.77
2,64.44,148.05
2,63.73,145.68
1,66.18,199.63
2,71.56,195.95
2,66.95,200.19
2,68.32,152.57
1,69.50,185.65
2,66.29,149.06
1,67.10,174.00
2,63.05,201.20
2,62.21,114.88
1,70.30,225.67
2,64.77,139.41
1,71.66,151.30
1,69.05,184.66
1,76.94,281.35
2,63.72,130.88
2,61.10,218.95
2,67.52,129.23
1,68.23,182.94
1,69.35,145.29
1,72.65,170.43
2,64.28,178.51
2,61.04,155.44
2,65.96,161.19
1,69.61,210.57
2,62.59,148.71
2,61.44,123.45
2,65.27,166.07
1,64.83,173.07
1,71.61,160.93
2,64.72,130.27
2,62.14,158.33
1,66.48,179.25
2,59.09,127.70
1,70.89,237.85
2,71.06,137.09
2,60.20,136.33
1,69.82,159.16
1,74.60,149.52
2,67.03,137.52
2,63.92,155.53
1,71.83,227.13
1,69.45,207.37
2,65.98,172.81
1,66.21,181.97
2,64.40,123.38
1,68.08,196.82
2,62.53,191.22
1,63.05,170.23
2,64.95,129.91
1,64.10,159.10
2,65.34,128.42
2,63.40,116.22
1,62.44,137.64
2,69.41,200.43
2,64.89,177.56
1,67.92,190.79
1,70.85,219.04
1,65.97,185.68
1,73.52,211.20
1,66.07,194.38
2,69.87,193.51
1,71.92,216.04
2,66.23,198.17
2,64.44,121.24
1,68.47,178.93
2,66.46,164.91
1,69.85,175.94
1,66.48,139.75
2,64.81,117.10
2,66.15,149.21
2,60.99,145.14
1,69.43,215.65
2,67.17,139.70
2,64.58,141.34
2,65.19,195.89
1,65.23,169.54
1,75.54,196.37
2,68.94,214.89
1,68.97,216.81
2,71.97,205.04
1,67.51,150.45
2,66.32,180.10
1,68.23,162.39
2,63.59,159.36
1,60.66,187.75
1,69.06,170.67
2,65.42,190.40
1,73.01,162.59
1,70.05,200.71
2,61.07,160.14
2,59.52,112.84
2,64.67,121.34
2,64.99,144.18
1,66.65,201.68
2,65.33,141.76
1,72.58,222.11
1,75.30,209.60
2,65.44,153.37
1,72.59,244.70
2,70.38,139.89
2,63.36,109.75
1,67.13,148.23
2,62.17,117.93
1,67.26,137.02
2,65.46,128.10
1,74.74,241.51
2,57.91,108.78
1,64.23,150.60
2,66.50,200.11
1,73.23,203.79
2,66.01,164.10
2,64.97,159.12
2,64.22,158.46
2,64.82,142.33
2,61.12,136.01
1,76.91,199.70
1,65.78,158.23
1,74.98,213.89
2,61.24,159.94
2,67.64,179.78
2,61.85,144.79
2,65.33,163.70
1,71.23,189.91
1,69.46,251.81
2,63.68,134.56
1,66.91,209.80
2,61.59,208.71
2,64.12,125.10
2,68.95,141.27
2,64.88,128.10
2,65.59,129.49
2,66.03,143.81
1,69.44,161.29
1,67.96,249.20
2,63.21,123.42
2,67.59,144.90
1,67.52,169.51
1,72.66,186.05
1,70.50,178.46
2,67.92,132.28
2,66.98,119.97
1,70.99,192.01
2,64.91,114.89
2,63.57,127.20
2,64.77,143.03
2,61.03,120.94
2,64.41,190.80
1,68.71,173.73
2,69.32,191.76
2,64.71,173.30
1,68.39,151.10
2,63.22,135.44
2,65.13,170.46
1,72.94,195.62
2,63.11,118.29
2,62.67,131.22
2,67.87,129.30
2,65.09,129.19
1,69.01,198.63
2,68.16,145.24
2,63.76,147.74
1,77.31,144.82
2,60.06,150.47
2,67.41,251.63
2,64.92,119.74
2,57.29,121.04
2,64.51,143.40
1,71.92,168.00
2,62.54,210.03
1,67.45,189.86
1,66.51,158.72
2,62.28,161.11
2,65.28,122.44
2,66.14,125.99
1,75.93,195.06
1,68.35,233.28
1,70.50,251.27
2,65.27,139.45
1,64.45,132.43
1,66.46,229.78
2,60.83,132.06
1,71.87,220.41
2,68.55,181.33
2,62.51,183.88
2,65.44,109.86
2,63.49,121.57
1,66.36,192.37
1,72.28,200.70
2,64.41,145.69
2,66.59,156.79
2,65.58,114.43
1,62.22,170.04
1,74.00,240.06
2,63.47,109.47
1,71.14,210.62
1,71.25,177.96
2,63.65,178.13
1,72.70,154.96
2,68.66,164.40
1,66.95,140.60
1,72.00,240.05
1,65.02,156.13
2,60.54,120.51
1,71.86,176.15
1,68.58,165.14
1,65.48,176.47
2,62.54,132.91
1,69.72,210.62
1,71.65,199.20
1,66.84,186.05
1,68.36,224.21
1,74.30,244.12
1,71.42,138.39
2,61.75,134.57
2,62.13,188.47
1,68.36,288.86
2,64.89,145.56
1,67.39,280.44
1,74.90,175.92
2,61.61,238.47
1,65.58,157.72
1,62.39,149.11
2,63.22,160.30
2,66.40,136.95
1,73.67,149.22
2,65.02,183.61
2,64.11,117.14
2,59.81,194.92
2,68.42,128.30
2,65.93,156.47
1,64.32,214.48
2,57.67,172.01
1,69.86,153.94
2,58.44,103.02
1,68.17,250.95
2,66.19,148.84
2,62.97,121.49
1,70.83,196.64
2,67.54,143.38
1,70.24,203.17
1,70.23,187.99
2,67.11,148.97
2,59.35,151.63
2,61.03,107.43
2,65.07,128.06
1,71.62,182.59
2,66.81,219.87
1,71.72,156.27
1,76.82,216.52
1,69.32,140.09
1,69.24,158.25
2,62.35,168.06
2,66.45,147.74
2,66.09,192.03
1,67.47,171.79
2,65.02,149.16
1,71.94,198.35
1,76.98,225.78
1,72.96,205.37
1,64.79,168.14
1,74.15,220.25
1,63.44,175.73
2,66.27,117.20
1,72.61,192.49
1,70.53,151.85
2,68.53,194.38
1,68.91,175.89
2,69.78,199.62
1,71.74,196.77
1,74.07,213.77
2,67.79,171.57
2,65.55,164.46
2,63.10,172.12
1,69.64,146.11
2,60.95,173.46
1,67.09,203.70
1,71.05,272.14
1,66.31,249.35
2,69.46,148.66
1,68.87,163.23
1,70.16,200.72
2,61.09,114.90
2,65.34,147.96
2,66.36,152.05
2,65.38,142.12
2,59.98,171.45
1,70.41,193.77
2,61.23,136.57
2,70.88,230.64
2,65.57,160.75
2,63.85,140.99
1,69.19,219.95
2,65.93,199.69
2,69.24,179.34
1,73.60,168.34
2,62.94,111.27
2,63.64,257.99
1,75.27,209.19
1,71.27,143.41
1,71.45,199.24
1,67.64,148.38
1,70.63,197.22
1,66.25,149.52
1,67.66,160.61
1,72.73,209.71
2,58.81,134.48
1,67.04,268.79
1,74.16,177.22
1,66.61,173.25
2,64.46,168.01
2,65.33,133.20
1,68.79,210.87
2,68.66,139.93
2,68.73,127.08
2,69.41,148.43
1,66.95,175.60
2,66.53,218.09
2,62.73,116.23
1,77.48,177.76
2,62.01,249.06
2,62.31,129.63
2,65.35,141.34
2,62.39,136.91
2,63.19,118.21
1,68.70,199.86
2,65.15,160.60
2,63.36,208.31
2,65.93,130.97
1,66.44,135.28
1,74.07,195.01
2,61.78,142.64
2,61.66,151.81
2,59.96,130.12
2,63.73,155.63
2,62.84,129.99
1,72.25,268.87
1,72.33,186.54
2,61.97,112.65
1,68.82,185.71
2,63.38,248.13
1,75.82,230.42
1,75.69,285.94
1,69.60,189.22
2,63.64,140.68
2,62.34,120.02
1,62.86,182.76
2,64.63,139.44
1,67.32,199.93
1,68.29,135.59
2,65.25,216.34
2,64.79,147.79
2,67.79,219.63
2,61.93,124.98
2,63.13,154.61
1,67.68,158.40
1,73.66,245.90
1,68.05,150.17
1,69.07,278.38
1,67.93,207.63
1,70.70,233.40
2,67.52,229.59
2,59.20,140.99
1,71.08,215.85
1,72.44,201.24
2,75.79,265.65
2,66.09,107.26
2,61.81,182.30
2,57.17,213.50
1,67.64,157.52
1,67.36,147.46
1,69.48,175.77
2,69.88,138.36
1,68.39,157.16
2,60.98,113.99
1,70.95,196.86
2,66.47,142.51
2,64.11,179.29
1,66.06,191.27
1,71.95,174.68
2,63.52,154.44
1,72.42,189.50
1,70.59,176.69
1,72.26,185.83
2,63.56,136.97
2,61.16,157.12
1,65.96,199.97
1,69.03,232.13
2,64.63,139.04
1,69.16,220.17
1,75.53,280.75
2,65.37,128.12
2,61.77,206.48
2,68.82,163.09
2,63.10,258.76
1,72.82,259.78
2,66.21,119.59
2,68.21,147.87
2,63.94,222.01
2,69.66,115.92
2,64.76,189.99
1,67.77,183.88
2,65.16,157.95
2,62.15,186.54
1,67.53,231.54
1,66.47,152.83
2,63.81,124.35
2,72.44,149.98
2,64.87,250.96
1,69.89,191.13
2,60.85,180.50
2,69.30,249.12
2,64.93,145.63
1,73.35,179.93
2,63.10,170.30
2,61.99,241.71
2,66.35,151.33
2,59.59,160.05
2,66.92,182.89
2,63.94,130.44
1,61.98,233.77
1,66.49,275.42
1,71.06,191.72
2,59.91,122.99
1,65.68,214.15
1,67.83,206.62
1,68.46,180.87
2,63.33,163.17
2,64.80,166.55
2,62.07,131.40
2,65.90,160.35
2,72.63,188.13
2,60.77,153.68
2,67.12,129.98
2,62.91,135.31
1,72.26,222.47
2,63.85,129.15
2,65.79,168.43
2,70.30,133.90
2,68.14,138.73
2,63.68,125.21
2,64.39,137.35
1,72.95,198.42
2,62.65,157.28
1,72.91,161.10
2,64.31,133.13
1,66.61,153.50
1,69.28,195.99
2,63.81,120.02
1,70.61,189.71
2,62.43,112.54
2,68.81,200.50
1,69.71,231.72
2,62.45,110.08
2,67.64,150.33
2,61.47,140.62
1,66.89,180.86
2,60.81,101.98
2,63.19,245.13
1,69.59,182.98
2,66.63,144.16
1,67.82,179.12
2,63.47,143.95
1,63.77,127.75
1,69.69,154.34
2,65.45,201.57
1,71.61,240.85
2,63.37,124.71
1,69.92,243.03
2,59.83,225.14
2,67.26,144.02
2,60.73,101.32
2,63.23,149.20
2,61.46,129.74
2,66.50,172.17
2,63.88,204.24
1,68.46,178.97
1,65.34,192.76
1,70.03,170.30
1,71.16,160.08
2,63.42,211.68
1,67.07,213.75
2,62.67,159.37
2,68.69,130.05
1,76.05,250.28
2,63.24,135.62
2,67.62,207.29
2,62.76,147.84
1,70.37,218.71
1,69.39,208.99
2,66.44,239.22
2,67.68,150.33
2,63.23,248.35
1,66.08,238.85
1,72.95,174.93
1,72.17,147.22
2,60.63,180.89
1,72.74,195.46
2,67.14,143.05
1,68.38,204.39
1,67.31,180.49
2,61.00,159.84
1,64.66,204.28
1,69.84,164.83
2,59.44,129.78
2,58.29,112.53
2,65.01,145.07
2,64.38,114.29
